LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	lhcbvelo
Date	2020/04/30
Time	10:50:30.5373935699462890625
***End_of_Header***	
	
Notes	X values guaranteed valid only for P_Regulated_O2												
Channels	12												
Samples	1	1	1	1	1	1	1	1	1	1	1	1	
Date	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	2020/04/30	
Time	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.5373935699462890625	10:50:30.558383941650390625	10:50:30.558383941650390625	10:50:30.558383941650390625	10:50:30.5373935699462890625	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***													
X_Value	P_Regulated_O2	P_Regulated_Air	P_Buffer	P_inhale	PEEP	Flow	PID output	Flow no-scaled	FSMSateID	Air valve open	O2 valve open	P_patient	Comment
0.000000	34.006904	421.443349	203.813286	0.051427	5.000000	-0.104424	0.000000	-0.522120	9.000000	1.600092	0.000000	0.051420
0.019990	33.698367	421.597597	204.070431	0.205709	5.000000	-0.088244	0.000000	-0.441221	9.000000	1.600092	0.000000	0.462779
0.039977	33.801213	421.083436	204.019002	0.000000	5.000000	-0.072998	0.000000	-0.364988	9.000000	1.600092	0.000000	0.308519
0.059967	34.006904	420.672107	203.916144	0.205709	5.000000	-0.058047	0.000000	-0.290237	9.000000	1.600092	0.000000	0.257099
0.079954	33.955481	420.466443	203.710427	0.154281	5.000000	-0.045931	0.000000	-0.229656	9.000000	1.600092	0.000000	0.257099
0.099944	34.058327	420.672107	203.813286	0.308563	5.000000	-0.033763	0.000000	-0.168816	9.000000	1.600092	0.000000	0.205679
0.119932	34.161173	420.929188	203.607569	0.205709	5.000000	-0.024443	0.000000	-0.122214	9.000000	1.600092	0.000000	0.154260
0.139921	33.749790	421.134852	203.658998	0.051427	5.000000	-0.017941	0.000000	-0.089704	9.000000	1.600092	0.000000	0.051420
0.159910	34.161173	421.546181	203.401853	0.102854	5.000000	-0.012857	0.000000	-0.064286	9.000000	1.600092	0.000000	0.154260
0.179898	34.006904	421.494765	203.298995	0.257136	5.000000	-0.008472	0.000000	-0.042361	9.000000	1.600092	0.000000	0.000000
0.199887	34.058327	421.649013	203.196137	0.257136	5.000000	-0.006430	0.000000	-0.032149	9.000000	1.600092	0.000000	0.102840
0.219874	34.264019	421.597597	203.453282	0.308563	5.000000	-0.004385	0.000000	-0.021925	9.000000	1.600092	0.000000	-0.102840
0.239865	33.955481	421.649013	203.196137	0.308563	5.000000	-0.002594	0.000000	-0.012972	9.000000	1.600092	0.000000	0.102840
0.259852	34.006904	421.854677	203.453282	0.359990	5.000000	-0.001426	0.000000	-0.007129	9.000000	1.600092	0.000000	-0.051420
0.279841	34.161173	421.700429	203.453282	0.308563	5.000000	-0.000727	0.000000	-0.003633	9.000000	1.600092	0.000000	0.000000
0.299830	34.109750	422.060342	203.247566	0.051427	5.000000	-0.000252	0.000000	-0.001262	9.000000	1.600092	0.000000	0.102840
0.319820	34.058327	422.111758	203.350424	0.205709	5.000000	-1.843915E-5	0.000000	-9.219573E-5	9.000000	1.600092	0.000000	-0.051420
0.339807	34.109750	422.060342	202.990421	0.000000	5.000000	2.259745E-6	0.000000	1.129873E-5	9.000000	1.600092	0.000000	-0.051420
